,Team,Expected Games,Player,Expected Points,Total Expected Points
0,UConn,5.2129999999999495,Tristen Newton,16.325945622627234,85.10715453075494
56,Purdue,3.6539999999999697,Zach Edey,22.957345702329363,83.8861411963108
30,UNC,4.045999999999906,RJ Davis,19.84043805402338,80.27441236657674
14,Kentucky,4.627999999999955,Antonio Reeves,17.271021847314294,79.93028910936978
1,UConn,5.2129999999999495,Cam Spencer,13.016292570786877,67.85393317151133
15,Kentucky,4.627999999999955,Rob Dillingham,14.075942148687231,65.14346026412387
2,UConn,5.2129999999999495,Alex Karaban,12.260253842014835,63.91270327842272
96,Tennessee,3.0819999999999634,Dalton Knecht,19.724272999600863,60.79020938476914
73,Creighton,3.1699999999999644,Baylor Scheierman,19.0767685151666,60.473356193077436
3,UConn,5.2129999999999495,Donovan Clingan,11.195942733465493,58.36444946955505
31,UNC,4.045999999999906,Armando Bacot,14.345653678056,58.042514781413225
74,Creighton,3.1699999999999644,Trey Alexander,18.197710170330268,57.6867412399463
44,Houston,3.934999999999965,LJ Cryer,14.472587364233853,56.9496312782597
45,Houston,3.934999999999965,Jamal Shead,13.776927291049892,54.21220889028084
16,Kentucky,4.627999999999955,Reed Sheppard,11.580935192368841,53.59656807028247
4,UConn,5.2129999999999495,Stephon Castle,10.271588353010259,53.54579008424196
32,UNC,4.045999999999906,Harrison Ingram,13.01752431795746,52.66890339045466
124,Michigan State,2.9999999999999427,Tyson Walker,17.281366491635996,51.844099474907
138,Arizona,2.841999999999968,Caleb Love,18.09421870802997,51.4237695682206
267,Illinois,2.357999999999969,Terrence Shannon,21.779552344135777,51.35618442747148
17,Kentucky,4.627999999999955,Tre Mitchell,10.800628791333857,49.985310046292604
152,Kansas,2.695999999999956,Kevin McCullar,18.417725288409084,49.65418737755009
46,Houston,3.934999999999965,Emanuel Sharp,12.36364100526389,48.65092735571297
57,Purdue,3.6539999999999697,Braden Smith,13.274352402998836,48.50448368055735
75,Creighton,3.1699999999999644,Ryan Kalkbrenner,15.223604900119746,48.258827533379055
153,Kansas,2.695999999999956,Hunter Dickinson,17.522224220234246,47.23991649775076
280,Dayton,2.34399999999997,DaRon Holmes II,19.869917844510624,46.57508742753231
33,UNC,4.045999999999906,Cormac Ryan,11.362903739605109,45.974308530441206
85,Baylor,3.1039999999999712,Rayj Dennis,14.769698242977775,45.84514334620259
84,Baylor,3.1039999999999712,Ja'Kobe Walter,14.738029484871072,45.74684352103938
18,Kentucky,4.627999999999955,D.J. Wagner,9.733137833478853,45.044961893339696
58,Purdue,3.6539999999999697,Lance Jones,11.872316716960576,43.38144528377359
324,Alabama,2.1829999999999683,Mark Sears,19.758843148400246,43.13355459295711
337,San Diego State,2.123999999999972,Jaedon Ledee,20.26156175411125,43.035557165731724
179,Duke,2.634999999999968,Kyle Filipowski,16.236223340891993,42.78244850324988
112,Gonzaga,3.005999999999957,Graham Ike,14.166569470690806,42.58470782889596
237,Florida,2.4449999999999648,Walter Clayton,17.12835765409143,41.87883446425295
366,Texas A&M,2.023999999999984,Wade Taylor,20.42956175236445,41.34943298678532
192,Auburn,2.617999999999969,Johni Broome,15.468928103373774,40.497653774632056
115,Gonzaga,3.005999999999957,Ryan Nembhard,13.280592370268796,39.92146066502743
113,Gonzaga,3.005999999999957,Anton Watson,13.24187429578862,39.805074133140025
114,Gonzaga,3.005999999999957,Nolan Hickman,12.936294940592287,38.88650259141986
166,Iowa State,2.644999999999966,Keshon Gilbert,14.643564187029462,38.73222727469243
225,Washington State,2.5209999999999675,Myles Rice,15.140676378503628,38.16964515020715
98,Tennessee,3.0819999999999634,Zakai Zeigler,12.353094947437038,38.0722386280005
268,Illinois,2.357999999999969,Marcus Domask,16.022788187232425,37.78173454549356
309,Wisconsin,2.323999999999966,AJ Storr,16.215727444338427,37.68535058064195
224,Washington State,2.5209999999999675,Isaac Jones,14.720110558212319,37.10939871725278
253,Marquette,2.4399999999999675,Tyler Kolek,15.177251539810229,37.032493757136464
76,Creighton,3.1699999999999644,Steven Ashworth,11.498786461320417,36.45115308238531
252,Marquette,2.4399999999999675,Kameron Jones,14.881551682705627,36.31098610580125
238,Florida,2.4449999999999648,Zyon Pullin,14.711456974457132,35.969512302547166
59,Purdue,3.6539999999999697,Fletcher Loyer,9.836375452175709,35.94211590224974
125,Michigan State,2.9999999999999427,Malik Hall,11.887448773461806,35.662346320384735
47,Houston,3.934999999999965,J'Wan Roberts,9.058743782956771,35.64615678593458
391,Florida Atlantic,2.008999999999987,Johnell Davis,17.73513120524553,35.62987859133804
139,Arizona,2.841999999999968,Oumar Ballo,12.53080017467174,35.61253409641668
86,Baylor,3.1039999999999712,Jalen Bridges,11.430429483166577,35.480053115748724
19,Kentucky,4.627999999999955,Justin Edwards,7.637742193237843,35.34747087030439
97,Tennessee,3.0819999999999634,Jonas Aidoo,11.394432016312024,35.11763947427324
378,Texas Tech,2.0189999999999912,Pop Isaacs,17.36297907761815,35.05585475771089
209,BYU,2.561999999999968,Jaxson Robinson,13.485056367746349,34.548714414165715
405,Clemson,1.978999999999974,PJ Hall,17.245773643906773,34.129386041291056
180,Duke,2.634999999999968,Jared McCain,12.934694070260086,34.08291887513491
140,Arizona,2.841999999999968,Pelle Larsson,11.983487963844837,34.05707279324665
367,Texas A&M,2.023999999999984,Tyrece Radford,16.772528919979436,33.947598534038114
167,Iowa State,2.644999999999966,Tamin Lipsey,12.822169160661542,33.91463742994934
181,Duke,2.634999999999968,Jeremy Roach,12.547074564624253,33.0615414777845
296,Saint Mary's,2.340999999999964,Aidan Mahaney,14.12242702375767,33.0606016626162
126,Michigan State,2.9999999999999427,A.J. Hoggard,11.006985099199955,33.02095529759924
239,Florida,2.4449999999999648,Tyrese Samuel,13.307788925394373,32.537543922588775
154,Kansas,2.695999999999956,KJ Adams,11.957864326874493,32.23840222525311
254,Marquette,2.4399999999999675,Oso Ighodaro,13.006543812358414,31.735966902154107
34,UNC,4.045999999999906,Elliot Cadeau,7.7534834191559,31.370593913904045
89,Baylor,3.1039999999999712,Jayden Nunn,10.070549755809921,31.258986442033706
141,Arizona,2.841999999999968,Keshad Johnson,10.873987427555182,30.90387226911148
182,Duke,2.634999999999968,Mark Mitchell,11.59448382177668,30.55146487038118
127,Michigan State,2.9999999999999427,Jaden Akins,10.155275951529553,30.465827854588078
20,Kentucky,4.627999999999955,Adou Thiero,6.557421166993076,30.347745160843658
87,Baylor,3.1039999999999712,Langston Love,9.64744373555292,29.945665355155988
88,Baylor,3.1039999999999712,Yves Missi,9.617164734645545,29.851679336339494
325,Alabama,2.1829999999999683,Aaron Estrada,13.634612790220793,29.76435972105156
297,Saint Mary's,2.340999999999964,Augustas Marciulionis,12.60114949470174,29.499290967096325
352,South Carolina,2.060999999999967,Meechie Johnson,14.275335652036231,29.421466778846202
433,Utah State,1.6299999999999777,Great Osobor,17.926489901286747,29.220178539097
226,Washington State,2.5209999999999675,Jaylen Wells,11.53852501296653,29.08862155768825
269,Illinois,2.357999999999969,Coleman Hawkins,12.186108442982881,28.734843708553257
5,UConn,5.2129999999999495,Hassan Diarra,5.49975543687373,28.670225092422474
406,Clemson,1.978999999999974,Joseph Girard,14.473700425849113,28.643453142755018
168,Iowa State,2.644999999999966,Milan Momcilovic,10.720690018035466,28.35622509770344
142,Arizona,2.841999999999968,Kylan Boswell,9.976589942496917,28.35346861657592
212,BYU,2.561999999999968,Spencer Johnson,11.039126749412251,28.282242731993833
99,Tennessee,3.0819999999999634,Josiah-Jordan James,9.126201919283954,28.126954315232812
227,Washington State,2.5209999999999675,Andrej Jakimovski,11.115360834660457,28.021824664178652
183,Duke,2.634999999999968,Tyrese Proctor,10.586044244812149,27.89422658507967
392,Florida Atlantic,2.008999999999987,Vladislav Goldin,13.770351778564137,27.664636723135175
240,Florida,2.4449999999999648,Will Richard,11.269239210314073,27.55328986921751
281,Dayton,2.34399999999997,Nate Santos,11.724981333206966,27.483356245036777
193,Auburn,2.617999999999969,Jaylin Williams,10.444224908877231,27.342980811440267
169,Iowa State,2.644999999999966,Curtis Jones,10.280721417241743,27.19250814860406
353,South Carolina,2.060999999999967,B.J. Mack,13.160741285038263,27.124287788463427
419,Colorado State,1.752999999999972,Isaiah Stevens,15.435627982483298,27.058655853292787
298,Saint Mary's,2.340999999999964,Mitchell Saxen,11.557916677266027,27.057082941479354
532,Grand Canyon,1.3179999999999803,Tyon Grant-Foster,20.427730643424944,26.923748988033672
446,Texas,1.6019999999999748,Max Abmas,16.801123464226173,26.915399789689904
393,Florida Atlantic,2.008999999999987,Alijah Martin,13.249650636900235,26.6185481295324
255,Marquette,2.4399999999999675,David Joplin,10.88340710125388,26.555513327059113
379,Texas Tech,2.0189999999999912,Joe Toussaint,12.866998241707865,25.978469450008067
462,Oregon,1.537999999999972,Jermaine Couisnard,16.796713988459747,25.83334611425062
646,Drake,1.1789999999999854,Tucker DeVries,21.89693885536246,25.81649091047202
156,Kansas,2.695999999999956,Dajuan Harris,9.4643197704194,25.51580610105029
546,Morehead State,1.3109999999999795,Riley Minix,19.461745948335466,25.514348938267396
310,Wisconsin,2.323999999999966,Steven Crowl,10.77788768577625,25.047810981743638
407,Clemson,1.978999999999974,Chase Hunter,12.582991765056462,24.90174070304641
311,Wisconsin,2.323999999999966,Tyler Wahl,10.495830419356668,24.392309894584542
215,BYU,2.561999999999968,Dallin Hall,9.489389419127473,24.31181569180428
211,BYU,2.561999999999968,Trevin Knell,9.466578532398614,24.253374200004945
48,Houston,3.934999999999965,Damian Dunn,6.150736527860492,24.203148237130822
117,Gonzaga,3.005999999999957,Ben Gregg,8.0001458157018,24.048438321999267
299,Saint Mary's,2.340999999999964,Joshua Jefferson,10.26596111821933,24.032614977751084
491,James Madison,1.3909999999999758,Terrence Edwards,17.276235486450307,24.03124356165196
461,Oregon,1.537999999999972,N'Faly Dante,15.582398086371501,23.965728256838933
241,Florida,2.4449999999999648,Riley Kugel,9.746769811267395,23.830852188548437
210,BYU,2.561999999999968,Fousseyni Traore,9.2610546285786,23.726821958418075
61,Purdue,3.6539999999999697,Trey Kaufman-Renn,6.492045617633649,23.72193468683316
575,Colorado,1.2569999999999824,KJ Simpson,18.842229528058525,23.684682516769232
326,Alabama,2.1829999999999683,Grant Nelson,10.832949587255618,23.64832894897867
380,Texas Tech,2.0189999999999912,Darrion Williams,11.373665477528856,22.96343059913066
194,Auburn,2.617999999999969,Chad Baker-Mazara,8.71159772653402,22.80696284806579
49,Houston,3.934999999999965,Ja'Vier Francis,5.790676457354657,22.78631185969037
270,Illinois,2.357999999999969,Quincy Guerrier,9.657841137535087,22.773189402307434
282,Dayton,2.34399999999997,Koby Brea,9.710598973844458,22.76164399469112
447,Texas,1.6019999999999748,Dylan Disu,14.187761835446604,22.728794460385103
155,Kansas,2.695999999999956,Johnny Furphy,8.412921548897861,22.681236495828266
300,Saint Mary's,2.340999999999964,Alex Ducas,9.659899266592987,22.613824183093836
283,Dayton,2.34399999999997,Kobe Elvis,9.64002747842314,22.59622440942355
170,Iowa State,2.644999999999966,Tre King,8.527492959170807,22.555218877006492
477,TCU,1.51599999999998,Emanuel Miller,14.85680009167653,22.52290893898132
313,Wisconsin,2.323999999999966,Chucky Hepburn,9.645291926594352,22.415658437404947
506,New Mexico,1.3899999999999797,Jaelen House,16.125740941417973,22.414779908570654
214,BYU,2.561999999999968,Noah Waterman,8.743238026798602,22.400175824657737
327,Alabama,2.1829999999999683,Rylan Griffen,10.239608427066429,22.35306519628569
670,South Dakota State,1.171999999999987,Zeke Mayo,19.066638568379126,22.346100402140088
101,Tennessee,3.0819999999999634,Santiago Vescovi,7.167816019335513,22.09120897159179
6,UConn,5.2129999999999495,Samson Johnson,4.196383472462605,21.87574704194735
60,Purdue,3.6539999999999697,Mason Gillis,5.977627791197599,21.842251949035845
518,Nevada,1.33199999999998,Jarod Lucas,16.383069346341358,21.822248369326363
421,Colorado State,1.752999999999972,Nique Clifford,12.428841374439422,21.78775892939196
312,Wisconsin,2.323999999999966,Max Klesmit,9.33730445915352,21.699895563072463
658,Northwestern,1.1749999999999876,Boo Buie,18.391061684467587,21.609497479249185
21,Kentucky,4.627999999999955,Zvonimir Ivisic,4.628617074954139,21.421239822887546
420,Colorado State,1.752999999999972,Joel Scott,12.061975526950565,21.144643098744
519,Nevada,1.33199999999998,Kenan Blackshear,15.733150541338288,20.956556521062286
557,Duquesne,1.3029999999999788,Dae Dae Grant,16.082251189538372,20.95517329996816
195,Auburn,2.617999999999969,Denver Jones,7.998952559335024,20.941257800338843
116,Gonzaga,3.005999999999957,Braden Huff,6.926251984883963,20.820313466560897
100,Tennessee,3.0819999999999634,Jordan Gainey,6.747504270672765,20.795808162213216
434,Utah State,1.6299999999999777,Ian Martinez,12.74915733765027,20.781126460369656
558,Duquesne,1.3029999999999788,Jimmy Clark,15.860855801002794,20.666695108706303
285,Dayton,2.34399999999997,Enoch Cheeks,8.815839922276782,20.66432877781651
435,Utah State,1.6299999999999777,Darius Brown,12.611960836619168,20.557496163688963
340,San Diego State,2.123999999999972,Micah Parrish,9.658282586366143,20.51419221344142
547,Morehead State,1.3109999999999795,Jordan Lathon,15.621994529798442,20.48043482856544
770,Akron,1.0879999999999928,Enrique Freeman,18.70178019086591,20.347536847661974
883,Stetson,1.0079999999999998,Jalen Blackmon,20.109350460079796,20.27022526376043
339,San Diego State,2.123999999999972,Lamont Butler,9.532945774098149,20.247976824184203
50,Houston,3.934999999999965,Terrance Arceneaux,5.133912107282132,20.20194414215501
338,San Diego State,2.123999999999972,Reese Dixon-Waters,9.412290838327273,19.991705740606864
355,South Carolina,2.060999999999967,Ta'Lon Cooper,9.650540946289482,19.889764890302303
256,Marquette,2.4399999999999675,Stevie Mitchell,8.136972892587636,19.854213857913567
213,BYU,2.561999999999968,Richie Saunders,7.722090676106587,19.78399631218483
508,New Mexico,1.3899999999999797,Jamal Mashburn,14.148144704660174,19.665921139477355
382,Texas Tech,2.0189999999999912,Devan Cambridge,9.735317414452393,19.655605859779296
408,Clemson,1.978999999999974,Ian Schieffelin,9.912670436872334,19.61717479457009
284,Dayton,2.34399999999997,Javon Bennett,8.302216527502976,19.460395540466727
381,Texas Tech,2.0189999999999912,Chance McMillian,9.59663202497574,19.375600058425935
171,Iowa State,2.644999999999966,Robert Jones,7.3200777730549795,19.36160570973017
242,Florida,2.4449999999999648,Alex Condon,7.88322291805513,19.274480034644515
756,Long Beach State,1.0929999999999924,Marcus Tsohonis,17.629452024304747,19.268991062564954
196,Auburn,2.617999999999969,Aden Holloway,7.355239506479315,19.256017027962617
448,Texas,1.6019999999999748,Tyrese Hunter,12.015382674788324,19.248643045010592
184,Duke,2.634999999999968,Caleb Foster,7.2899790484246605,19.209094792598744
463,Oregon,1.537999999999972,Jackson Shelstad,12.369474520750465,19.02425181291387
576,Colorado,1.2569999999999824,Tristan Da Silva,15.07187253580901,18.94534377751166
383,Texas Tech,2.0189999999999912,Warren Washington,9.371087698178636,18.920226062622582
742,McNeese State,1.1009999999999909,Shahada Wells,17.08947722133788,18.81551442069285
507,New Mexico,1.3899999999999797,Donovan Dent,13.444210013770059,18.68745191914011
22,Kentucky,4.627999999999955,Aaron Bradshaw,4.03593357468404,18.678300583637554
857,Oakland,1.026999999999998,Trey Townsend,18.06411693407912,18.55184809129922
620,St. Peter's,1.2259999999999809,Corey Washington,15.126976616526054,18.54567333186065
354,South Carolina,2.060999999999967,Collin Murray-Boyles,8.926357524249584,18.3972228574781
23,Kentucky,4.627999999999955,Ugonna Onyenso,3.9750985432268173,18.39675605805353
533,Grand Canyon,1.3179999999999803,Rayshon Harrison,13.860677123296385,18.268372448504362
35,UNC,4.045999999999906,Seth Trimble,4.485863609103882,18.149804162433885
659,Northwestern,1.1749999999999876,Brooks Barnhizer,15.341924124743418,18.026760846573325
726,NC State,1.1339999999999886,DJ Horne,15.620065410933535,17.71315417599845
394,Florida Atlantic,2.008999999999987,Nick Boyd,8.784926270707237,17.648916877850723
492,James Madison,1.3909999999999758,T.J. Bickerstaff,12.681380676783062,17.639800521404933
606,UAB,1.234999999999984,Yaxel Lendeborg,14.182233678142754,17.515058592506076
695,Yale,1.1469999999999885,Danny Wolf,15.18433514925902,17.41643241619992
478,TCU,1.51599999999998,Jameer Nelson,11.365926325907942,17.230744310076215
631,Western Kentucky,1.201999999999985,Don McHenry,14.286775330397475,17.172703947137553
828,Mississippi State,1.0369999999999968,Josh Hubbard,16.50591141540246,17.116630137772297
341,San Diego State,2.123999999999972,Darrion Trammell,8.03882685601862,17.074468242183325
328,Alabama,2.1829999999999683,Latrell Wrightsell,7.778666820353438,16.98082966883131
197,Auburn,2.617999999999969,K.D. Johnson,6.484021263382706,16.97516766753572
479,TCU,1.51599999999998,Micah Peavy,11.152624735938712,16.907379099682863
534,Grand Canyon,1.3179999999999803,Gabe McGlothan,12.781569225641764,16.846108239395594
607,UAB,1.234999999999984,Eric Gaines,13.594539844810221,16.789256708340407
436,Utah State,1.6299999999999777,Mason Falslev,10.232550239443885,16.679056890293303
77,Creighton,3.1699999999999644,Mason Miller,5.246585440388436,16.631675846031158
51,Houston,3.934999999999965,Mylik Wilson,4.224049430416171,16.621634508687485
356,South Carolina,2.060999999999967,Myles Stute,8.046630667919269,16.58410580658135
621,St. Peter's,1.2259999999999809,Latrell Reid,13.46763185067822,16.511316648931242
871,Wagner,1.0209999999999984,Melvin Council Jr.,16.14174828183073,16.48072499574915
143,Arizona,2.841999999999968,Jaden Bradley,5.792621386577441,16.462629980652903
771,Akron,1.0879999999999928,Ali Ali,15.102667193849637,16.431701906908295
229,Washington State,2.5209999999999675,Joseph Yesufu,6.402036587630816,16.139534237417077
449,Texas,1.6019999999999748,Dillon Mitchell,10.0269621797481,16.063193411956203
228,Washington State,2.5209999999999675,Oscar Cluff,6.358959378990092,16.030936594433815
493,James Madison,1.3909999999999758,Noah Freidel,11.503055541541817,16.00075025828439
843,Longwood,1.0349999999999968,Walyn Napper,15.270848581405431,15.805328281754573
314,Wisconsin,2.323999999999966,John Blackwell,6.794991091626232,15.791559296939134
829,Mississippi State,1.0369999999999968,Tolu Smith,15.181915483701632,15.743646356598545
711,Colgate,1.1379999999999877,Braeden Smith,13.818263923601943,15.72518434505884
271,Illinois,2.357999999999969,Ty Rodgers,6.668174517067214,15.723555511244285
7,UConn,5.2129999999999495,Solomon Ball,3.006248500836138,15.671573434858637
368,Texas A&M,2.023999999999984,Henry Coleman,7.741016060514413,15.66781650648105
681,Nebraska,1.1639999999999875,Keisei Tominaga,13.420079838128949,15.620972931581928
509,New Mexico,1.3899999999999797,JT Toppin,11.1940942708807,15.559791036523947
520,Nevada,1.33199999999998,Nick Davidson,11.67592221553167,15.552328391087952
422,Colorado State,1.752999999999972,Patrick Cartier,8.85551419313542,15.523716380566142
36,UNC,4.045999999999906,Jae'lyn Withers,3.835110280428748,15.516856194614354
198,Auburn,2.617999999999969,Tre Donaldson,5.921960659787933,15.503693007324625
682,Nebraska,1.1639999999999875,Brice Williams,13.316437882215292,15.500333694898433
465,Oregon,1.537999999999972,Jesse Zarzuela,10.044988772806473,15.449192732576075
118,Gonzaga,3.005999999999957,Dusty Stromer,5.1366294953435965,15.44070826300263
548,Morehead State,1.3109999999999795,Kalil Thomas,11.662868236241632,15.290020257712541
783,Samford,1.0789999999999944,Achor Achor,14.14135457572425,15.258521587206387
371,Texas A&M,2.023999999999984,Jace Carter,7.50841637674137,15.197034746524412
144,Arizona,2.841999999999968,KJ Lewis,5.341800996210929,15.18139843123129
647,Drake,1.1789999999999854,Atin Wright,12.837235703066092,15.135100893914736
216,BYU,2.561999999999968,Aly Khalifa,5.896772589150897,15.10753137340441
683,Nebraska,1.1639999999999875,Rienk Mast,12.97671195288914,15.104892713162796
884,Stetson,1.0079999999999998,Stephan Swenson,14.9743682923982,15.094163238737382
128,Michigan State,2.9999999999999427,Tre Holloman,5.027283219451537,15.081849658354322
591,College of Charleston,1.2519999999999825,Ante Brzovic,11.985901098788503,15.006348175682996
549,Morehead State,1.3109999999999795,Drew Thelwell,11.150740211858707,14.618620417746538
758,Long Beach State,1.0929999999999924,Aboubacar Traore,13.238965153867888,14.4701889131775
384,Texas Tech,2.0189999999999912,Kerwin Walton,7.131367338741665,14.39823065691936
257,Marquette,2.4399999999999675,Chase Ross,5.898067308015891,14.391284231558583
590,College of Charleston,1.2519999999999825,Reyne Smith,11.47802088889991,14.370482152902484
578,Colorado,1.2569999999999824,J'Vonne Hadley,11.399639564271595,14.329346932289194
696,Yale,1.1469999999999885,John Poulakidas,12.177774991591418,13.967907915355216
759,Long Beach State,1.0929999999999924,Lassina Traore,12.723272026983182,13.906536325492521
660,Northwestern,1.1749999999999876,Ryan Langborg,11.83249995183283,13.903187443403429
579,Colorado,1.2569999999999824,Eddie Lampkin,11.043176595817801,13.88127298094278
369,Texas A&M,2.023999999999984,Solomon Washington,6.849029766045766,13.862436246476522
698,Yale,1.1469999999999885,Bez Mbeng,12.026869654936068,13.79481949421153
671,South Dakota State,1.171999999999987,William Kyle,11.765241792924297,13.788863381307124
52,Houston,3.934999999999965,Joseph Tugler,3.4764224640388326,13.679722395992684
859,Oakland,1.026999999999998,Blake Lampman,13.311170082972176,13.670571675212397
672,South Dakota State,1.171999999999987,Charlie Easley,11.65380040614062,13.658254075996656
102,Tennessee,3.0819999999999634,Tobe Awaka,4.413462156139653,13.60229036522225
577,Colorado,1.2569999999999824,Cody Williams,10.772127867689566,13.540564729685594
243,Florida,2.4449999999999648,Micah Handlogten,5.535624959508556,13.534603025998223
743,McNeese State,1.1009999999999909,Christian Shumate,12.291321616048048,13.532745099268789
510,New Mexico,1.3899999999999797,Nelly Junior Joseph,9.715959913181042,13.505184279321451
858,Oakland,1.026999999999998,Jack Gohlke,13.13915471987357,13.493911897310129
258,Marquette,2.4399999999999675,Sean Jones,5.524496270087013,13.479770899012133
592,College of Charleston,1.2519999999999825,Ben Burnham,10.703798947783202,13.401156282624381
727,NC State,1.1339999999999886,D.J. Burns,11.77565812301646,13.35359631150053
673,South Dakota State,1.171999999999987,Luke Appel,11.372259101778575,13.328287667284343
329,Alabama,2.1829999999999683,Nick Pringle,6.0854671932782285,13.28457488292618
814,Grambling,1.0679999999999945,Dozier Kintavious,12.428396604029977,13.273527573103948
608,UAB,1.234999999999984,Efrem Johnson,10.707191684223687,13.223381730016083
815,Grambling,1.0679999999999945,Tra'michael Moton,12.281820753303471,13.116984564528039
145,Arizona,2.841999999999968,Motiejus Krivas,4.615285179817512,13.116640481041221
437,Utah State,1.6299999999999777,Josh Uduje,8.045841167189812,13.114721102519214
372,Texas A&M,2.023999999999984,Andersson Garcia,6.472893298796454,13.10113603676392
172,Iowa State,2.644999999999966,Hason Ward,4.947213784016754,13.085380458724146
728,NC State,1.1339999999999886,Jayden Taylor,11.501830690270207,13.043076002766284
396,Florida Atlantic,2.008999999999987,Bryan Greenlee,6.4801091925558545,13.018539367844628
648,Drake,1.1789999999999854,Darnell Brodie,10.995145776530045,12.963276870528762
90,Baylor,3.1039999999999712,Josh Ojianwuna,4.170641694863566,12.945671820856388
632,Western Kentucky,1.201999999999985,Brandon Newman,10.761237332821599,12.9350072740514
729,NC State,1.1339999999999886,Casey Morsell,11.350401273673768,12.871355044345924
480,TCU,1.51599999999998,JaKobe Coles,8.455925122516962,12.819182485735546
395,Florida Atlantic,2.008999999999987,Brandon Weatherspoon,6.349098452108987,12.755338790286872
661,Northwestern,1.1749999999999876,Ty Berry,10.826241449314722,12.720833702944663
78,Creighton,3.1699999999999644,Francisco Farabello,4.012590028886345,12.719910391569572
757,Long Beach State,1.0929999999999924,Jadon Jones,11.626829752610789,12.708124919603504
157,Kansas,2.695999999999956,Nicolas Timberlake,4.7053885481448425,12.68572752579829
482,TCU,1.51599999999998,Avery Anderson,8.322186228723092,12.616434322744041
481,TCU,1.51599999999998,Trey Tennyson,8.313750062867545,12.603645095307032
464,Oregon,1.537999999999972,Nathan Bittle,8.183138056215558,12.585666330459299
342,San Diego State,2.123999999999972,Elijah Saunders,5.888138182802098,12.506405500271493
103,Tennessee,3.0819999999999634,Jahmai Mashack,4.044734304633594,12.46587112688059
370,Texas A&M,2.023999999999984,Manny Obaseki,6.158323609400685,12.464446985426887
132,Michigan State,2.9999999999999427,Mady Sissoko,4.1503521962217444,12.451056588664995
